timestamps,end,open,high,low,close,volume,amount
2026-04-15 06:00:00,2026-04-15 06:59:59,1189.2,1189.2,1189.2,1189.2,222,264002.4
2026-04-15 07:00:00,2026-04-15 07:59:59,1189.3,1192.0,1185.3,1186.9,71251,84668429.99999996
2026-04-15 08:00:00,2026-04-15 08:59:59,1186.9,1189.2,1185.3,1187.4,39911,47368946.699999996
2026-04-15 09:00:00,2026-04-15 09:59:59,1187.4,1187.4,1181.1,1182.1,119369,141230247.2
2026-04-15 10:00:00,2026-04-15 10:59:59,1182.0,1186.3,1179.0,1180.5,183747,217256299.10000002
2026-04-15 11:00:00,2026-04-15 11:59:59,1180.5,1189.2,1178.3,1187.6,164151,194431621.79999995
2026-04-15 12:00:00,2026-04-15 12:59:59,1187.6,1190.0,1185.0,1187.8,119553,142047687.39999983
2026-04-15 13:00:00,2026-04-15 13:59:59,1187.5,1193.3,1185.8,1193.2,149049,177377747.20000002
2026-04-15 14:00:00,2026-04-15 14:59:59,1193.2,1196.2,1190.6,1192.9,139169,166090897.9
2026-04-15 15:00:00,2026-04-15 15:59:59,1192.9,1194.7,1187.1,1191.0,114549,136369681.50000003
2026-04-15 16:00:00,2026-04-15 16:59:59,1191.0,1191.1,1186.9,1187.4,59803,71088672.20000002
2026-04-15 17:00:00,2026-04-15 17:59:59,1187.4,1198.8,1187.2,1194.5,140199,167406747.60000002
2026-04-15 18:00:00,2026-04-15 18:59:59,1194.3,1197.5,1192.6,1193.4,69415,82993641.6
2026-04-15 19:00:00,2026-04-15 19:59:59,1193.2,1196.8,1193.1,1196.2,64435,77017732.30000006
2026-04-15 20:00:00,2026-04-15 20:59:59,1196.3,1198.8,1193.4,1193.5,65849,78781455.20000002
2026-04-15 21:00:00,2026-04-15 21:59:59,1193.5,1193.8,1189.0,1191.0,76460,91074066.10000004
2026-04-15 22:00:00,2026-04-15 22:59:59,1191.0,1193.4,1189.7,1193.4,18875,22496760.90000001
2026-04-15 23:00:00,2026-04-15 23:59:58,1193.4,1193.7,1189.0,1191.9,63645,75815716.29999998
2026-04-16 06:00:00,2026-04-16 06:59:59,1193.0,1193.0,1193.0,1193.0,311,371023.0
2026-04-16 07:00:00,2026-04-16 07:59:59,1193.0,1196.9,1192.0,1196.0,38169,45610312.400000006
2026-04-16 08:00:00,2026-04-16 08:59:59,1195.8,1206.1,1195.8,1201.3,109725,131758212.69999999
2026-04-16 09:00:00,2026-04-16 09:59:59,1201.3,1201.4,1196.6,1198.0,80959,97060973.19999994
2026-04-16 10:00:00,2026-04-16 10:59:59,1198.4,1204.3,1191.4,1201.7,209835,251410945.19999996
